customer_id,location,device_type,purchase_history,time_on_site,competitor_price,recommended_price,ethnicity,gender
CUST0414,suburban,desktop,14,50.04,601.16,668.2,White,Male
CUST0415,suburban,mobile,16,46.24,936.12,943.88,Asian,Female
CUST0416,suburban,desktop,49,21.69,440.17,525.63,Black,Male
CUST0417,urban,desktop,36,23.23,517.31,573.21,Hispanic,Female
CUST0418,urban,desktop,12,32.48,179.67,197.93,White,Female
CUST0419,suburban,mobile,18,1.01,648.1,665.71,Hispanic,Male
CUST0420,rural,mobile,29,15.23,359.39,447.17,White,Non-binary
CUST0421,rural,mobile,44,13.29,244.28,324.26,Other,Female
CUST0422,rural,desktop,17,15.78,590.08,663.11,Other,Non-binary
CUST0423,urban,desktop,13,48.55,579.08,625.23,White,F
CUST0424,suburban,mobile,35,17.5,168.28,241.92,Hispanic,Male
CUST0425,urban,mobile,35,12.3,728.39,720.89,Hispanic,Male
CUST0426,suburban,desktop,19,30.75,661.39,662.72,White,Male
CUST0427,suburban,desktop,18,52.07,270.12,322.87,Black,Male
CUST0428,rural,desktop,44,15.24,522.49,581.41,White,Female
CUST0429,urban,desktop,43,5.63,748.29,709.54,Hispanic,M
CUST0430,urban,mobile,6,22.03,576.49,605.4,White,Non-binary
CUST0431,urban,mobile,43,45.11,455.94,541.71,White,Male
CUST0432,rural,desktop,3,33.49,390.1,378.89,White,Female
CUST0433,suburban,mobile,33,49.19,649.35,673.5,Black,Non-binary
CUST0434,urban,mobile,1,57.62,945.2,940.44,Hispanic,Female
CUST0435,urban,desktop,4,47.77,704.57,641.35,Other,Male
CUST0436,suburban,mobile,9,36.62,167.27,191.41,White,Female
CUST0437,urban,desktop,31,30.11,514.62,545.76,White,Male
CUST0438,rural,mobile,41,3.36,901.74,1023.37,Asian,Male
CUST0439,suburban,desktop,40,59.07,185.02,233.71,Black,Male
CUST0440,urban,mobile,12,23.63,989.99,1044.6,White,Female
CUST0441,urban,mobile,38,9.98,954.16,971.2,White,Female
CUST0442,rural,desktop,4,40.34,170.45,177.75,Black,Female
CUST0443,urban,mobile,9,17.77,940.07,937.09,White,Non-binary
CUST0444,urban,desktop,9,35.56,426.82,422.21,Asian,Male
CUST0445,rural,desktop,37,35.62,860.24,987.18,Black,Female
CUST0446,rural,mobile,26,27.3,476.55,489.93,Hispanic,Female
CUST0447,rural,mobile,20,50.33,496.77,555.2,Black,Male
CUST0448,rural,mobile,7,16.63,670.82,626.41,White,Female
CUST0449,urban,mobile,0,27.47,797.03,739.81,Hispanic,Male
CUST0450,urban,desktop,27,32.72,130.41,167.78,Black,Female
CUST0451,rural,desktop,48,40.15,633.84,684.74,White,Male
CUST0452,suburban,desktop,38,47.25,268.06,340.37,Black,Male
CUST0453,suburban,desktop,13,24.29,411.35,430.9,White,Female
CUST0454,rural,mobile,20,39.12,413.17,402.78,Hispanic,Male
CUST0455,urban,desktop,29,9.89,522.15,567.89,White,Male
CUST0456,suburban,desktop,20,56.03,400.72,407.41,Asian,Male
CUST0457,urban,desktop,48,23.6,196.63,237.6,White,Male
CUST0458,suburban,desktop,8,44.04,231.07,245.67,White,Female
CUST0459,urban,mobile,16,2.2,130.09,158.95,Other,Female
CUST0460,urban,desktop,4,13.11,523.22,533.27,Hispanic,Female
CUST0461,urban,mobile,30,29.74,959,938.37,White,Female
CUST0462,suburban,mobile,39,52.82,204.11,261.5,White,Male
CUST0463,suburban,mobile,37,32.11,951.64,892.95,White,Male
CUST0464,suburban,desktop,42,55.86,760.03,791.43,Asian,Female
CUST0465,rural,desktop,18,29.54,673.75,631.57,Asian,Female
CUST0466,urban,desktop,35,29.94,680.75,748.97,Asian,Male
CUST0467,urban,desktop,49,8.07,844.05,834.84,Black,Male
CUST0468,rural,mobile,32,48.36,196.23,244.35,Hispanic,Female
CUST0469,urban,desktop,12,15.57,554.28,609.52,White,Female
CUST0470,rural,mobile,13,54.08,727.38,780.38,White,Female
CUST0471,urban,mobile,32,54.74,628.14,607.27,Black,Male
CUST0472,rural,mobile,28,56.66,849.5,831.4,Other,Female
CUST0473,urban,desktop,42,31.69,165.04,199.25,Asian,Male
CUST0474,rural,desktop,48,40.95,721.63,813.17,Black,Female
CUST0475,suburban,mobile,35,46.93,580.62,553.63,Black,Female
CUST0476,rural,mobile,43,8.73,441.24,511.48,Hispanic,Female
CUST0477,urban,desktop,9,36.46,406.25,427.81,White,Male
CUST0478,suburban,mobile,30,3.02,658.75,696.39,White,Non-binary
CUST0479,rural,desktop,5,30.36,901.9,992.41,Other,Female
CUST0480,suburban,desktop,0,10.14,546.56,573.63,Hispanic,Female
CUST0481,suburban,mobile,6,11.79,842.25,909.55,White,Male
CUST0482,suburban,mobile,26,22.54,461.94,480.24,White,Male
CUST0483,suburban,desktop,20,26.51,192.16,233.59,White,Non-binary
CUST0484,suburban,desktop,27,37.77,155.36,206.72,White,Female
CUST0485,suburban,mobile,15,5.39,146.2,158.72,Other,Female
CUST0486,rural,desktop,45,30.72,442.14,523.17,White,Male
CUST0487,urban,mobile,22,11.77,403.51,399.63,Hispanic,Male
CUST0488,urban,mobile,19,34.86,746.14,718.45,White,Non-binary
CUST0489,rural,desktop,37,38.61,768.54,771.81,Black,Female
CUST0490,rural,desktop,24,33.85,145.77,177.28,White,Male
CUST0491,suburban,mobile,27,44.56,299.01,346.55,Asian,Male
CUST0492,suburban,desktop,4,20.8,346.84,350.22,Black,Female
CUST0493,urban,mobile,20,46.14,592.85,634.49,Black,Male
CUST0494,urban,mobile,17,26.53,230.06,239.45,White,Female
CUST0495,suburban,mobile,46,29.57,220.55,296.95,White,Male
CUST0496,urban,desktop,5,39.24,949.41,965.59,White,Female
CUST0497,suburban,mobile,28,2.08,823.78,914.85,White,Male
CUST0498,urban,mobile,18,39.59,262.59,309.55,Black,Non-binary
CUST0499,rural,mobile,32,37.5,465.91,502.59,Black,Male
CUST0500,rural,desktop,0,19.28,420.06,422.51,Black,Female
CUST0501,suburban,desktop,44,6.06,811.9,958.41,Black,Male
CUST0502,suburban,desktop,2,6.37,559.19,516.55,White,Female
CUST0503,urban,mobile,41,55.47,215.06,253.01,White,Non-binary
CUST0504,rural,desktop,20,41.67,765.09,850.75,White,Female
CUST0505,suburban,mobile,34,8.5,457.2,459.58,Hispanic,Female
CUST0506,urban,desktop,40,22.05,336.63,400.16,Black,Female
CUST0507,rural,desktop,39,35.96,437.95,523.13,White,Female
CUST0508,rural,mobile,2,50.3,547.98,579.05,White,Non-binary
CUST0509,rural,desktop,24,3.58,408.8,414.35,Hispanic,Non-binary
CUST0510,suburban,mobile,44,14.96,317.72,377.1,Asian,Male
CUST0511,suburban,mobile,37,53.5,458.65,473.05,Asian,Non-binary
CUST0512,suburban,mobile,44,1.54,117.26,160.53,White,Male
CUST0513,rural,mobile,19,12.88,795.25,862.02,White,Male
CUST0514,rural,mobile,43,57.58,253.85,317.31,Other,Male
CUST0515,urban,desktop,44,37.19,139.51,203.62,Asian,Male
CUST0516,urban,mobile,33,16.44,688.33,695.98,White,Female
CUST0517,urban,desktop,20,4.95,796.54,857.61,Hispanic,Female
CUST0518,rural,mobile,47,2.66,832.45,956.86,Asian,Female
CUST0519,rural,mobile,22,15.44,544.16,612.67,White,Female
CUST0520,urban,desktop,5,53.01,284.83,305.63,White,Female
CUST0521,suburban,mobile,12,25.54,763.5,830.46,White,Female
CUST0522,urban,mobile,48,43.5,729.74,793.45,White,Male
CUST0523,rural,desktop,22,55.18,321.64,343.63,Asian,Female
CUST0524,rural,mobile,8,25.07,913.07,903.98,White,Female
CUST0525,rural,mobile,16,12.29,193.93,226.43,Hispanic,Female
CUST0526,suburban,mobile,1,31.51,984.42,1015.76,Other,Female
CUST0527,suburban,desktop,18,54.58,874.22,870.11,White,Female
CUST0528,urban,desktop,18,48.46,719.11,684.56,White,Male
CUST0529,urban,desktop,6,4.88,944.87,910.92,Hispanic,Male
CUST0530,rural,desktop,41,41.86,750.08,826.15,Asian,Female
CUST0531,rural,mobile,41,34.74,271.41,328.83,Asian,Female
CUST0532,rural,mobile,19,54.54,497.94,501.78,White,Female
CUST0533,rural,desktop,8,8.23,164.35,175.55,White,Male
CUST0534,suburban,mobile,16,32.51,450.69,435.76,Black,Male
CUST0535,rural,mobile,26,52.89,767.44,858.12,Other,Female
CUST0536,rural,mobile,46,25.19,447.8,482.24,White,Female
CUST0537,rural,mobile,1,29.44,397.26,404.06,Hispanic,Female
CUST0538,urban,desktop,35,5.16,635.82,618.14,White,Male
CUST0539,suburban,mobile,18,17.41,884.98,881.13,Other,Male
CUST0540,urban,mobile,16,20.15,142.82,164.72,Asian,Female
CUST0541,rural,mobile,4,56.76,446.92,480.38,White,Male
CUST0542,suburban,desktop,38,17.68,242.42,298.21,Black,Female
CUST0543,urban,mobile,17,28.19,725.82,696.66,White,Female
CUST0544,suburban,mobile,6,40.61,195.15,210.88,White,Male
CUST0545,suburban,desktop,16,10.57,698.33,682.69,White,Female
CUST0546,urban,desktop,38,29.7,357.56,434.67,White,Female
CUST0547,urban,mobile,35,44.57,279.03,352.67,White,Male
CUST0548,suburban,mobile,39,52.14,942.72,985.43,Asian,Male
CUST0549,suburban,mobile,44,37.95,116.67,152.06,Black,Male
CUST0550,rural,mobile,3,40.47,494,527.11,White,Female
CUST0551,suburban,mobile,37,8.45,119.46,155.85,Hispanic,Female
CUST0552,rural,mobile,24,56.8,535.23,577.42,Black,Female
CUST0553,suburban,mobile,4,8.82,550.94,608.82,Other,Female
CUST0554,suburban,mobile,29,46.71,389.5,434.6,Asian,Female
CUST0555,rural,desktop,11,16.62,218.95,238.4,White,Female
CUST0556,suburban,desktop,3,56.08,438.75,474,White,Female
CUST0557,urban,desktop,23,43.48,705.04,773.32,Black,Male
CUST0558,urban,mobile,28,45.48,804.16,860.34,White,Female
CUST0559,rural,mobile,8,13.92,577.68,560.97,White,Female
CUST0560,suburban,desktop,3,27.14,630.85,618.74,White,Female
CUST0561,suburban,mobile,23,37.45,280.55,277.3,White,Female
CUST0562,urban,mobile,13,46.43,358.6,371.31,White,Male
CUST0563,urban,mobile,4,7.13,245.71,248.43,White,Female
CUST0564,urban,desktop,17,57.78,324.37,382.75,White,Male
CUST0565,urban,desktop,41,53.52,302.4,344.55,Asian,Female
CUST0566,suburban,mobile,18,16.95,567.5,623.45,Black,Female
CUST0567,urban,mobile,11,49.54,606.42,603.09,White,Female
CUST0568,suburban,desktop,17,31.58,950.45,1033.42,White,Female
CUST0569,rural,mobile,16,28.25,276.01,311.08,White,Female
CUST0570,urban,desktop,29,19.55,677.51,756.52,White,Male
CUST0571,suburban,desktop,23,35.28,835.53,828.92,White,Non-binary
CUST0572,rural,desktop,10,44.06,604.22,629.69,White,Female
CUST0573,urban,mobile,34,25.25,329.5,359.19,Black,Female
CUST0574,suburban,mobile,22,38.12,336.3,353.4,Black,Male
CUST0575,rural,mobile,16,42.26,135.33,163.7,White,Female
CUST0576,rural,desktop,0,42.96,374.9,404.76,White,Male
CUST0577,urban,desktop,14,4.07,770.14,862.9,Black,Female
CUST0578,rural,mobile,31,51.73,142.77,185.21,Hispanic,Male
CUST0579,suburban,mobile,8,28.04,297.37,330.94,Asian,Female
CUST0580,urban,desktop,14,16.48,735.61,795.11,Black,Female
CUST0581,suburban,desktop,27,15.26,804.39,815.53,White,Male
CUST0582,rural,desktop,23,29.5,509.79,543.83,White,Female
CUST0583,suburban,mobile,34,53.32,728.27,741.53,Hispanic,Female
CUST0584,urban,mobile,21,23.32,449.16,436.04,White,Male
CUST0585,suburban,desktop,26,45.23,243.92,265.01,Other,Female
CUST0586,urban,desktop,18,6.71,458.33,427.35,Asian,Male
CUST0587,urban,mobile,44,29.09,621.97,699.58,Asian,Male
CUST0588,urban,mobile,11,59.51,953.25,956.04,White,Male
CUST0589,urban,mobile,19,46.46,161.88,180.62,Black,Female
CUST0590,urban,mobile,0,13.42,556.65,585.79,White,Male
CUST0591,urban,mobile,20,30.59,396.03,460.97,White,Female
CUST0592,suburban,desktop,48,14.78,557.48,695.3,White,Female
CUST0593,urban,mobile,44,25.16,121.58,164.23,Hispanic,Male
CUST0594,urban,desktop,0,47.02,381.72,378.78,Black,Female
CUST0595,rural,mobile,9,46.5,837.88,822.21,White,Male
CUST0596,suburban,desktop,46,14.46,598.55,594.93,White,Female
CUST0597,suburban,desktop,31,55.41,505.52,515.39,Asian,Male
CUST0598,urban,mobile,38,35.96,356.97,395.49,Asian,Male
CUST0599,urban,mobile,21,23.42,368.24,427.88,Black,Female
CUST0600,urban,mobile,17,30.61,444.79,430.19,Black,Non-binary
CUST0601,urban,mobile,47,36.7,852.01,850.75,White,Male
CUST0602,urban,desktop,45,34.03,970.49,936.8,Black,Female
CUST0603,urban,desktop,31,29.7,494.79,534.84,White,Male
CUST0604,urban,mobile,26,30.79,454.02,455.29,Hispanic,Female
CUST0605,urban,mobile,27,11.41,861.9,884.6,Black,Female
CUST0606,suburban,mobile,17,48.95,484.21,477,White,Male
CUST0607,urban,desktop,38,32.96,596.82,616.09,White,Male
CUST0608,urban,mobile,48,8.73,307.85,353.96,Hispanic,Male
CUST0609,suburban,mobile,28,46.2,769.15,817.09,White,Male
CUST0610,suburban,desktop,17,56.01,578.79,547.26,White,Male
CUST0611,urban,desktop,43,56.89,828.13,936.48,Asian,Female
CUST0612,rural,mobile,7,22.77,802.66,824.04,White,Non-binary
CUST0613,suburban,desktop,30,9,293.5,342.64,Asian,Male
CUST0614,urban,mobile,33,31.59,744.07,765.11,White,Female
CUST0615,rural,mobile,6,7.64,820.05,809.19,Asian,Female
CUST0616,rural,desktop,35,56.11,411.5,447.27,White,Non-binary
CUST0617,urban,desktop,17,11.83,255.35,275.95,White,Female
CUST0618,urban,mobile,37,15.91,102.37,142.91,Hispanic,Female
CUST0619,rural,mobile,8,24.99,505.81,512.15,Black,Female
CUST0620,suburban,mobile,8,23.61,417.19,442.17,White,Male
CUST0621,urban,mobile,45,47.89,599.42,699.12,White,Male
CUST0622,urban,mobile,7,27.92,269.24,289.7,Black,Male
CUST0623,urban,mobile,34,11.08,873.7,834.66,Black,Male
CUST0624,suburban,mobile,17,16.77,331.98,360.47,Other,Female
CUST0625,suburban,desktop,4,31.04,303.79,280.31,Other,Male
CUST0626,urban,desktop,13,9.7,532.64,567.71,Black,Female
CUST0627,suburban,desktop,27,37.09,548.97,553.78,White,Male
CUST0628,suburban,mobile,29,34.38,293.58,287.56,White,Non-binary
CUST0629,urban,desktop,3,43.17,344.67,374.84,Asian,Female
CUST0630,urban,desktop,38,56.32,252.73,329.72,White,Male
CUST0631,suburban,desktop,19,54.82,746.61,740.34,White,Male
CUST0632,rural,desktop,24,56.82,793.08,750.06,White,Female
CUST0633,suburban,desktop,27,15.44,516.1,544.71,White,Male
CUST0634,suburban,mobile,11,8.76,742.68,819.19,White,Male
CUST0635,urban,mobile,1,18.83,762.34,778.19,White,Male
CUST0636,suburban,desktop,42,53.81,224.45,283.57,Asian,Non-binary
CUST0637,suburban,desktop,13,58.35,969.56,919.22,White,Female
CUST0638,urban,desktop,21,51.7,838.93,864.88,White,Female
CUST0639,urban,mobile,30,7.49,284.04,318.36,White,Female
CUST0640,urban,mobile,22,56.9,267.55,305.25,Black,Non-binary
CUST0641,urban,mobile,47,25.98,213.1,266.12,White,Non-binary
CUST0642,urban,desktop,19,1.55,224.54,251.97,Black,Non-binary
CUST0643,urban,mobile,37,27.1,773.35,835.09,Other,Male
CUST0644,urban,mobile,3,3.72,522.69,550.34,White,Male
CUST0645,urban,mobile,14,33.09,804.64,862.85,White,Female
CUST0646,rural,mobile,23,20.97,771.63,838.47,White,Female
CUST0647,suburban,desktop,24,28.93,644.15,695.2,Other,Male
CUST0648,suburban,desktop,0,37.18,717.73,676.94,Asian,Male
CUST0649,rural,desktop,6,52.26,116.52,123.52,Hispanic,Female
CUST0650,suburban,mobile,30,40.05,380.6,448.62,White,Female
CUST0651,urban,desktop,11,26.61,674.04,746.9,Other,Male
CUST0652,suburban,mobile,41,49.35,108.41,145.21,White,Female
CUST0653,suburban,desktop,4,54.43,129.68,134.84,White,Female
CUST0654,suburban,mobile,43,8.07,866.7,890.31,Hispanic,Female
CUST0655,suburban,mobile,49,32.38,715.62,734.14,Hispanic,Male
CUST0656,urban,desktop,41,17.79,338.83,414.43,White,Male
CUST0657,urban,desktop,37,3.78,719.17,791.58,White,Male
CUST0658,urban,mobile,11,40.44,813.21,753.81,White,Female
CUST0659,suburban,desktop,38,51.9,376.11,456.61,White,Female
CUST0660,suburban,mobile,17,10.61,132.43,174.16,White,Male
CUST0661,urban,mobile,1,48.93,939.5,1028.42,Other,Non-binary
CUST0662,rural,mobile,9,51.35,410.66,401.94,Asian,Male
CUST0663,suburban,mobile,14,54.95,195.83,209.85,Asian,Male
CUST0664,urban,mobile,29,16.65,542.67,551.49,Asian,Female
CUST0665,urban,mobile,43,54.33,791.62,824.32,Black,Female
CUST0666,urban,mobile,16,19.92,299.48,335.02,Asian,Male
CUST0667,urban,desktop,3,33.59,342.54,365.26,Black,Female
CUST0668,urban,mobile,6,3.98,318.44,292.97,White,Female
CUST0669,urban,desktop,40,3.59,992.51,1136.98,Black,Female
CUST0670,urban,mobile,30,43.5,277.66,339.06,Black,Female
CUST0671,urban,desktop,38,27.22,617.97,685.98,Hispanic,Male
CUST0672,rural,mobile,33,16.12,932.74,1033.2,Other,Female
CUST0673,urban,mobile,5,12.23,232.21,236.87,White,Female
CUST0674,suburban,mobile,49,40.53,973.77,1113.2,Asian,Male
CUST0675,suburban,mobile,37,1.02,952.73,965.84,White,Male
CUST0676,rural,mobile,44,48.55,896.11,1011.13,Asian,Non-binary
CUST0677,urban,desktop,33,5.68,293.1,309.07,White,Male
CUST0678,urban,desktop,43,12.3,670.65,689.75,White,Female
CUST0679,rural,desktop,14,23.79,784.8,801.96,White,Non-binary
CUST0680,rural,desktop,13,29.61,987.43,973.08,Black,Male
CUST0681,rural,mobile,5,21.94,262.38,263.64,White,Male
CUST0682,urban,mobile,49,19.92,789.42,877.39,Hispanic,Female
CUST0683,urban,mobile,36,57.87,404.92,501.83,White,Female
CUST0684,suburban,mobile,49,38.85,258.06,285.55,Hispanic,Female
CUST0685,rural,mobile,31,2.38,479.24,527.52,Asian,Female
CUST0686,suburban,mobile,2,26.38,814.45,776.49,White,Female
CUST0687,suburban,mobile,2,52.63,518.36,511.45,White,Female
CUST0688,urban,mobile,21,18.79,583.77,608.38,Asian,Male
CUST0689,rural,desktop,21,6.58,995.64,1071.48,Black,Male
CUST0690,urban,desktop,9,45.74,459.2,433.28,Asian,Female
CUST0691,urban,mobile,2,36.75,653.86,620.32,White,Female
CUST0692,suburban,desktop,11,34.65,428.72,425.44,White,Female
CUST0693,suburban,desktop,28,4.16,453.51,480.94,Other,Non-binary
CUST0694,urban,mobile,47,9.29,726.08,753.27,White,Female
CUST0695,urban,mobile,16,37.73,944.1,1007.95,White,Female
CUST0696,suburban,mobile,6,13.26,588.12,575.41,White,Male
CUST0697,urban,desktop,12,30.74,791.56,808.27,Asian,Female
CUST0698,suburban,desktop,1,33.15,180.29,185.9,Asian,Female
CUST0699,urban,mobile,3,17.73,290.04,276.33,White,Female
CUST0700,suburban,mobile,9,56.96,551.92,592.62,White,Male
CUST0701,suburban,mobile,38,50.71,118.01,172.97,White,Non-binary
CUST0702,urban,mobile,23,43.62,327.57,339.58,White,Female
CUST0703,urban,mobile,16,5.6,565.66,620.97,White,Male
CUST0704,urban,desktop,5,7.26,113.47,113.88,Other,Female
CUST0705,urban,desktop,18,30.07,338.09,374.63,White,Female
CUST0706,rural,desktop,4,10.48,562.63,575.14,White,Male
CUST0707,urban,desktop,31,58.72,615.83,682.36,Hispanic,Female
CUST0708,rural,desktop,9,10.35,933.18,1017.79,White,Male
CUST0709,urban,mobile,8,29.76,680.81,730.49,Black,Male
CUST0710,suburban,desktop,26,22.48,473.26,529.5,White,Male
CUST0711,rural,mobile,12,38.72,937.32,996.95,White,Female
CUST0712,suburban,desktop,18,8.61,806.39,830.19,Hispanic,Non-binary
CUST0713,suburban,mobile,20,26.39,280.01,294.82,Black,Female
CUST0714,suburban,desktop,23,17.21,217.76,226.96,White,Non-binary
CUST0715,urban,mobile,37,53.38,708.23,701.78,Black,Male
CUST0716,rural,mobile,3,3.39,603.89,646.29,Hispanic,Male
CUST0717,rural,mobile,23,54.91,810.71,777.43,White,Female
CUST0718,rural,mobile,34,50.15,764.92,763.32,Black,Male
CUST0719,urban,desktop,2,18.56,662.69,702.95,Other,Female
CUST0720,suburban,desktop,3,47.57,987.74,893.43,White,Female
CUST0721,rural,mobile,36,2.84,580.23,599.52,Asian,Non-binary
CUST0722,urban,mobile,39,58.05,201.8,236.16,Black,Male
CUST0723,urban,mobile,47,32.07,845.45,955.29,Asian,Female
CUST0724,suburban,mobile,34,18.89,326.67,407.53,White,Female
CUST0725,suburban,mobile,30,22.39,799.57,828.68,White,Male
CUST0726,rural,desktop,43,4.92,961.4,1019.61,Asian,Female
CUST0727,urban,mobile,24,59.37,727.12,783.28,White,Male
CUST0728,rural,mobile,39,3.32,636.43,701.12,White,Male
CUST0729,urban,mobile,12,39.64,514.35,548.26,White,Male
CUST0730,urban,mobile,3,27.12,427.97,465.13,White,Male
CUST0731,urban,mobile,45,56.99,417.7,486.34,Other,Female
CUST0732,rural,desktop,13,15.51,672.74,673.5,White,Male
CUST0733,suburban,mobile,12,32.39,776.15,712.22,Other,Male
CUST0734,suburban,mobile,26,29.46,710.67,776.39,White,Male
CUST0735,urban,mobile,5,42.47,278.57,258.7,Black,Male
CUST0736,rural,mobile,16,5.01,544.59,564.26,White,Male
CUST0737,urban,mobile,35,12.43,812.48,914.72,Asian,Male
CUST0738,rural,desktop,39,13.66,528.13,568.19,Asian,Female
CUST0739,suburban,desktop,48,44.55,582.96,603.49,White,Female
CUST0740,urban,mobile,34,12.16,794.02,904,Hispanic,Female
CUST0741,suburban,mobile,16,34.84,695.14,687.41,White,Female
CUST0742,urban,mobile,40,13.7,468.41,559.84,Black,Female
CUST0743,suburban,mobile,1,51.84,905.87,926.75,Other,Female
CUST0744,suburban,desktop,12,56.59,246.31,245.84,Hispanic,Female
CUST0745,urban,desktop,1,31.59,995.96,1078.62,Other,Male
CUST0746,rural,mobile,27,21.79,206.97,220.99,White,Female
CUST0747,urban,mobile,42,14.81,113.45,155.67,White,Male
CUST0748,suburban,mobile,25,3.94,901.02,843.89,White,Male
CUST0749,rural,desktop,21,16.84,320.46,328.02,Black,Female
CUST0750,suburban,desktop,46,39.6,756.73,745.32,Asian,Male
CUST0751,urban,mobile,42,32.48,829.91,826.22,White,Male
CUST0752,rural,mobile,2,56.7,873.09,917.64,Asian,Male
CUST0753,suburban,desktop,34,24.38,992.43,1076.82,White,Male
CUST0754,urban,mobile,11,41.94,364.64,404.24,White,Male
CUST0755,urban,mobile,23,29.87,739.22,744.39,Asian,Female
CUST0756,rural,mobile,4,31.24,203.86,207.8,White,Female
CUST0757,suburban,desktop,19,16.8,466.13,491.72,Hispanic,Female
CUST0758,suburban,mobile,38,27.84,863.17,880.76,White,Male
CUST0759,rural,mobile,38,28.78,430.89,470.94,Asian,Non-binary
CUST0760,rural,desktop,12,42.69,631.99,655.1,White,Female
CUST0761,urban,mobile,40,56.5,553.4,549.11,White,Male
CUST0762,urban,mobile,44,20.43,681.36,767.55,Asian,Female
CUST0763,urban,mobile,11,3.49,975.6,1028.14,Hispanic,Female
CUST0764,suburban,mobile,12,30.28,150.16,162,White,Female
CUST0765,urban,desktop,9,33.12,616.57,585.69,White,Male
CUST0766,suburban,mobile,32,10.94,876.73,865.17,Black,Female
CUST0767,rural,mobile,39,45.87,533.24,587.92,White,Female
CUST0768,rural,mobile,15,59.11,170.67,170.84,Hispanic,Female
CUST0769,urban,desktop,44,56.8,604.49,649.19,Asian,Female
CUST0770,rural,desktop,34,12.63,398.87,488.92,White,Female
CUST0771,urban,mobile,2,52.65,239.45,249.22,White,Female
CUST0772,rural,mobile,4,42.57,864.13,881.85,Asian,Male
CUST0773,urban,desktop,25,27.78,569.44,585.74,White,Female
CUST0774,urban,mobile,10,32.9,939.95,1026.68,Black,Male
CUST0775,rural,desktop,6,51.13,825.41,786.38,White,Female
CUST0776,urban,desktop,9,29.33,723.67,781.3,Black,Female
CUST0777,urban,desktop,41,23.02,104.52,179.46,White,Male
CUST0778,suburban,mobile,33,30.1,485.04,541.44,Hispanic,Female
CUST0779,suburban,mobile,2,35.17,277.74,307.75,White,Male
CUST0780,suburban,desktop,7,12.16,919.72,957.87,White,Male
CUST0781,suburban,mobile,30,54.15,257.13,285.52,Hispanic,Male
CUST0782,suburban,mobile,10,40.78,357.45,351.85,White,Male
CUST0783,urban,desktop,44,38.36,565.15,572.76,White,Male
CUST0784,urban,desktop,6,6.87,337.03,310.01,White,Male
CUST0785,urban,mobile,44,36.65,288.88,350.02,White,Female
CUST0786,rural,mobile,1,8.14,639.19,610.51,Hispanic,Female
CUST0787,suburban,mobile,5,5.64,180.04,195.18,Asian,Female
CUST0788,suburban,desktop,40,32.11,152.35,176.39,White,Male
CUST0789,suburban,desktop,31,24.76,435.02,465.81,Asian,Non-binary
CUST0790,rural,mobile,19,35.74,748.6,841.89,Black,Female
CUST0791,urban,mobile,33,6.26,599.33,588.04,Hispanic,Male
CUST0792,suburban,desktop,49,26.43,480.59,595.92,White,Female
CUST0793,suburban,mobile,15,11.31,609.18,664.98,Black,Male
CUST0794,suburban,mobile,24,59.24,428.91,443.29,Black,Female
CUST0795,urban,desktop,11,34.11,942.53,951.07,White,Female
CUST0796,rural,mobile,6,41.56,149.41,153.37,White,Male
CUST0797,rural,desktop,38,20.2,706.05,793.64,White,Female
CUST0798,suburban,mobile,16,6.59,902.15,955.83,Asian,Male
CUST0799,suburban,mobile,44,58.58,823.5,890.89,White,Male
CUST0800,rural,desktop,10,17.89,265.64,294.12,Other,Non-binary
CUST0801,suburban,mobile,5,26,366.33,355.81,White,Non-binary
CUST0802,urban,desktop,22,39.34,745.34,799.27,Asian,Female
CUST0803,suburban,mobile,26,2.46,175.84,202.28,Hispanic,Female
CUST0804,suburban,mobile,45,48.81,830.68,962.67,Asian,Male
CUST0805,suburban,mobile,5,32.66,747.02,792.64,Hispanic,Female
CUST0806,suburban,mobile,37,17.41,756.65,767.64,Hispanic,Male
CUST0807,rural,mobile,1,4.63,190.22,210.17,White,Male
CUST0808,rural,mobile,21,10.59,745.98,747.04,Black,Female
CUST0809,suburban,mobile,19,53.81,711.84,758.99,White,Male
CUST0810,urban,mobile,24,41.48,847.83,835.39,Black,Male
CUST0811,rural,desktop,14,15.74,137.44,164.29,White,Male
CUST0812,rural,desktop,48,4.87,120.8,165.36,Asian,Male
CUST0813,urban,desktop,28,41.75,435.71,476.27,Black,Male
CUST0814,rural,mobile,7,34.77,233.91,218.47,White,Male
CUST0815,rural,mobile,36,24.87,602.55,655.65,White,Male
CUST0816,suburban,desktop,48,22.45,925.61,1006.78,Other,Female
CUST0817,suburban,mobile,32,13.79,452.33,504.61,White,Female
CUST0818,urban,mobile,21,40.51,860.46,845.26,White,Female
CUST0819,urban,desktop,49,58.27,100.22,176.45,White,Female
CUST0820,urban,desktop,46,11.37,251.66,315.1,Other,Male
CUST0821,rural,mobile,4,36.23,127.38,133.36,Other,Male
CUST0822,urban,mobile,38,26.03,395.33,424.32,Asian,Male
CUST0823,urban,desktop,17,27.35,917.37,900.8,Hispanic,Female
CUST0824,urban,mobile,37,15.99,187.26,232.52,White,Female
CUST0825,suburban,desktop,36,49.68,645.77,648.5,Other,Female
CUST0826,rural,desktop,29,29.63,506.35,481.69,White,Male
CUST0827,urban,desktop,30,33.06,944.62,1076.86,White,Male
CUST0828,urban,mobile,9,18.98,210.27,220.61,White,Female
